personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber
1035,Shawnelle,Scott,6/16/72,St. John's (NY),USA,,,FALSE,FALSE,TRUE,1994,2,43
1630286,Tre,Scott,11/25/96,Cincinnati,USA,80,1630286,FALSE,FALSE,FALSE,-22,-22,-22
1630206,Jay,Scrubb,9/1/00,John A. Logan,USA,77,1630206,FALSE,FALSE,FALSE,2020,2,55
78102,Carey,Scurry,12/4/62,Long Island-Brooklyn,USA,79,188,FALSE,TRUE,FALSE,1985,2,37
1631220,Dereon,Seabron,5/26/00,North Carolina State,USA,77,180,TRUE,FALSE,FALSE,-1,-1,-1
78103,Bruce,Seals,6/18/53,Xavier of Louisiana,USA,80,210,FALSE,TRUE,FALSE,1975,2,21
1578,Shea,Seals,8/26/75,Tulsa,USA,77,210,TRUE,FALSE,FALSE,-1,-1,-1
907,Malik,Sealy,2/1/70,St. John's (NY),USA,80,200,TRUE,TRUE,FALSE,1992,1,14
203204,Devin,Searcy,,,,,,,,,,,
78105,Ed,Searcy,4/17/52,St. John's (NY),USA,78,78105,FALSE,TRUE,FALSE,1974,5,82
78106,Ken,Sears,8/17/33,Santa Clara,USA,81,198,FALSE,TRUE,FALSE,1955,1,4
1641813,Mark,Sears,,,,,,,,,,,
78107,Wayne,See,11/3/23,Northern Arizona,USA,75,190,TRUE,FALSE,FALSE,-1,-1,-1
200757,Thabo,Sefolosha,5/2/84,Angelico Biella,Switzerland,78,200757,TRUE,TRUE,FALSE,2006,1,13
56090,Lior,Segev,,,,,,,,,,,
938,Rony,Seikaly,5/10/65,Syracuse,USA,83,253,FALSE,FALSE,TRUE,1988,1,9
40044,Blagota,Sekulic,,,,,,,,,,,
78109,Glen,Selbo,3/29/26,Wisconsin,USA,75,196,FALSE,TRUE,FALSE,1947,1,2
202729,Josh,Selby,3/27/91,Kansas,USA,74,183,TRUE,FALSE,FALSE,2011,2,49
1627782,Wayne,Selden,9/30/94,Kansas,USA,76,232,TRUE,FALSE,FALSE,2016,,
78110,Brad,Sellers,12/17/62,Ohio State,USA,84,210,FALSE,TRUE,FALSE,1986,1,9
78111,Phil,Sellers,11/20/53,Rutgers,USA,76,195,FALSE,TRUE,FALSE,1976,3,38
78112,Rollie,Seltz,1/25/24,Hamline,USA,70,165,TRUE,FALSE,FALSE,-1,-1,-1
78113,Frank,Selvy,11/9/32,Furman,USA,74,180,TRUE,FALSE,FALSE,1954,1,1
78114,Jim,Seminoff,9/1/22,Southern California,USA,74,190,TRUE,FALSE,FALSE,-1,-1,-1
200754,Mouhamed,Sene,5/12/86,Verviers-Pepinster,Senegal,83,200754,FALSE,FALSE,TRUE,2006,1,10
78115,George,Senesky,4/4/22,St. Joseph's (PA),USA,74,78115,TRUE,FALSE,FALSE,-22,-22,-22
1628496,Jeremy,Senglin,,,,,,,,,,,
1630578,Alperen,Sengun,,,,,,FALSE,FALSE,FALSE,,,
1641729,Brice,Sensabaugh,,,,,,FALSE,TRUE,FALSE,,,
202338,Kevin,Seraphin,12/7/89,Cholet,France,82,202338,FALSE,TRUE,TRUE,2010,1,17
1738,Ansu,Sesay,7/29/76,Mississippi,USA,81,225,FALSE,TRUE,FALSE,1998,2,30
201196,Ramon,Sessions,4/11/86,Nevada,USA,75,201196,TRUE,FALSE,FALSE,2007,2,56
196295524,Henry,Sewell,,,,,,,,,,,
78116,Tom,Sewell,3/11/62,Lamar,USA,77,185,TRUE,FALSE,FALSE,1984,1,22
1629012,Collin,Sexton,,,,,,FALSE,FALSE,FALSE,,,
78117,Paul,Seymour,1/30/28,Toledo,USA,73,180,TRUE,FALSE,FALSE,-1,-1,-1
78118,Nick,Shaback,9/10/18,James Monroe HS (NY),USA,71,180,TRUE,FALSE,FALSE,-1,-1,-1
1631455,Jaden,Shackelford,2/14/01,Alabama,USA,,1631455,FALSE,FALSE,FALSE,-22,-22,-22
1593,Charles,Shackleford,4/22/66,North Carolina State,USA,83,245,FALSE,FALSE,TRUE,1988,2,32
78120,Carl,Shaeffer,10/25/24,Alabama,USA,75,185,TRUE,FALSE,FALSE,-1,-1,-1
78121,Lee,Shaffer,2/23/39,North Carolina,USA,79,220,FALSE,TRUE,FALSE,1960,1,5
201203,Mustafa,Shakur,8/18/84,Arizona,USA,75,190,TRUE,FALSE,FALSE,-1,-1,-1
1629013,Landry,Shamet,,,,,,,,,,,
1539,God,Shammgod,4/29/76,Providence,USA,72,169,TRUE,FALSE,FALSE,1997,2,45
78123,Earl,Shannon,11/23/21,Rhode Island,USA,71,170,TRUE,FALSE,FALSE,-1,-1,-1
78124,Howie,Shannon,6/10/23,Kansas State,USA,74,175,TRUE,FALSE,FALSE,1949,1,1
1630545,Terrence,Shannon Jr.,,,,,,FALSE,TRUE,FALSE,,,
78125,Charlie,Share,3/14/27,Bowling Green,USA,83,235,FALSE,FALSE,TRUE,1950,1,1
78126,Bill,Sharman,5/25/26,Southern California,USA,73,175,TRUE,FALSE,FALSE,1950,2,
41623,Derrick,Sharp,,,,,,,,,,,
556,Derrick,Sharp,,,,,,,,,,,
1642481,Jamarion,Sharp,8/26/01,Mississippi,USA,,1642481,FALSE,FALSE,FALSE,-22,-22,-22
1630549,Day'Ron,Sharpe,,,,,,FALSE,FALSE,TRUE,,,
1631101,Shaedon,Sharpe,,,,,,TRUE,FALSE,FALSE,,,
201594,Walter,Sharpe,7/18/86,Alabama-Birmingham,USA,81,245,FALSE,TRUE,FALSE,2008,2,32
1117,John,Shasky,7/31/64,Minnesota,USA,83,235,FALSE,FALSE,TRUE,1986,3,61
557,Shason,Shason,,,,,,,,,,,
78128,Ron,Shavlik,12/4/33,North Carolina State,USA,80,200,FALSE,TRUE,FALSE,1956,1,4
216,Brian,Shaw,3/22/66,California-Santa Barbara,USA,78,200,TRUE,FALSE,FALSE,1988,1,24
1745,Casey,Shaw,7/20/75,Toledo,USA,83,255,FALSE,FALSE,TRUE,1998,2,37
1629621,Marial,Shayok,7/26/95,Iowa State,Canada,77,198,TRUE,TRUE,FALSE,2019,2,54
78130,Bob,Shea,9/11/24,Rhode Island,USA,74,194,FALSE,TRUE,FALSE,-1,-1,-1
1642347,Jamal,Shead,,,,,,TRUE,FALSE,FALSE,,,
78131,Fred,Sheffield,11/5/23,Utah,USA,74,165,FALSE,TRUE,FALSE,-1,-1,-1
78132,Craig,Shelton,5/1/57,Georgetown,USA,79,210,FALSE,TRUE,FALSE,1980,2,28
78133,Lonnie,Shelton,10/19/55,Oregon State,USA,80,240,FALSE,TRUE,FALSE,1976,2,25
203129,Tornike,Shengelia,10/5/91,Spirou Charleroi,Georgia,81,220,FALSE,TRUE,FALSE,2012,2,54
1641767,Ben,Sheppard,,,,,,TRUE,FALSE,FALSE,,,
1852,Jeff,Sheppard,12/29/74,Kentucky,USA,75,190,TRUE,FALSE,FALSE,-1,-1,-1
2135,Nick,Sheppard,,,,,,,,,,,
1642263,Reed,Sheppard,,,,,,TRUE,FALSE,FALSE,,,
78135,Steve,Sheppard,3/21/54,Maryland,USA,78,215,FALSE,TRUE,FALSE,1977,2,30
78136,Edmund,Sherod,9/13/59,Virginia Commonwealth,USA,74,170,TRUE,FALSE,FALSE,1981,4,72
1962937730,Jun,Shi,,,,,,,,,,,
101251,Ricky,Shields,,,,,,,,,,,
78653,Charlie,Shipp,12/3/13,Catholic,USA,73,200,TRUE,FALSE,FALSE,-1,-1,-1
200517,Joe,Shipp,,,,,,,,,,,
2321,Paul,Shirley,12/23/77,Iowa State,USA,82,230,FALSE,TRUE,FALSE,-1,-1,-1
1629679,Simisola,Shittu,11/7/99,Vanderbilt,Canada,,1629679,FALSE,FALSE,FALSE,-22,-22,-22
78138,Gene,Short,8/7/53,Jackson State,USA,78,78138,FALSE,TRUE,FALSE,1975,1,9
78139,Purvis,Short,7/2/57,Jackson State,USA,79,210,FALSE,TRUE,FALSE,1978,1,5
1962937787,Sam,Short,,,,,,,,,,,
64019,Sam,Short,,,,,,,,,,,
78140,Dexter,Shouse,3/24/63,South Alabama,USA,74,200,FALSE,TRUE,FALSE,1985,4,92
43239,Anton,Shoutvin,,,,,,,,,,,
56091,Anton,Shoutvin,,,,,,,,,,,
78141,Dick,Shrider,2/7/23,Ohio,USA,74,78141,TRUE,FALSE,FALSE,-22,-22,-22
78142,Gene,Shue,12/18/31,Maryland,USA,74,78142,TRUE,FALSE,FALSE,1954,1,3
1630675,Devontae,Shuler,2/9/98,Mississippi,USA,,1630675,FALSE,FALSE,FALSE,-22,-22,-22
1642917,Max,Shulga,,,,,,,,,,,
1643104,Christian,Shumate,,,,,,,,,,,
78143,John,Shumate,4/6/52,Notre Dame,USA,81,235,FALSE,TRUE,FALSE,1974,1,4
202697,Iman,Shumpert,6/26/90,Georgia Tech,USA,77,212,TRUE,FALSE,FALSE,2011,1,17
203157,John,Shurna,,,,,,,,,,,
203144,Alexey,Shved,12/16/88,CSKA Moscow,Russia,78,187,TRUE,FALSE,FALSE,-1,-1,-1
40093,Alexey,Shved,,,,,,,,,,,
9008,Alexey,Shved,,,,,,,,,,,
64139,Kun,Si,,,,,,,,,,,
1627783,Pascal,Siakam,,,,,,FALSE,FALSE,FALSE,,,
1626296,Jordan,Sibert,8/1/92,Dayton,USA,76,187,TRUE,FALSE,FALSE,2015,,
78144,Sam,Sibert,2/11/49,Kentucky State,USA,79,78144,FALSE,TRUE,FALSE,1972,2,19
78145,Mark,Sibley,11/13/50,Northwestern,USA,74,175,TRUE,FALSE,FALSE,1973,4,64
78146,Jerry,Sichting,11/29/56,Purdue,USA,73,168,TRUE,FALSE,FALSE,1979,4,82
78147,Larry,Siegfried,5/22/39,Ohio State,USA,75,190,TRUE,FALSE,FALSE,1961,1,3
78148,Ralph,Siewert,12/31/23,Dakota Wesleyan,USA,85,230,FALSE,FALSE,TRUE,-1,-1,-1
196294094,Jason,Siggers,,,,,,FALSE,FALSE,FALSE,,,
196294595,Jason,Siggers,,,,,,,,,,,
78149,Jack,Sikma,11/14/55,Illinois Wesleyan,USA,83,78149,FALSE,FALSE,TRUE,1977,1,8
78150,James,Silas,2/11/49,Stephen F. Austin,USA,73,180,TRUE,FALSE,FALSE,1972,5,70
78151,Paul,Silas,7/12/43,Creighton,USA,79,220,FALSE,TRUE,FALSE,1964,2,10
202918,Xavier,Silas,1/22/88,Northern Illinois,USA,77,205,TRUE,FALSE,FALSE,2011,,
202081,Garret,Siler,10/25/86,Augusta State,USA,83,305,FALSE,FALSE,TRUE,-1,-1,-1
78152,Mike,Silliman,5/4/44,Army,USA,78,78152,FALSE,TRUE,FALSE,1966,8,69
1629735,Chris,Silva,9/19/96,South Carolina,Gabon,80,1629735,FALSE,FALSE,FALSE,-22,-22,-22
101134,Wayne,Simien,3/9/83,Kansas,USA,81,250,FALSE,TRUE,FALSE,2005,1,29
1627732,Ben,Simmons,,,,,,,,,,,
2250,Bobby,Simmons,6/2/80,DePaul,USA,78,235,FALSE,TRUE,FALSE,2001,2,41
200759,Cedric,Simmons,1/3/86,North Carolina State,USA,81,235,FALSE,TRUE,FALSE,2006,1,15
78153,Connie,Simmons,3/15/25,Flushing HS (NY),USA,80,78153,FALSE,FALSE,TRUE,-22,-22,-22
78154,Johnny,Simmons,7/7/24,New York University,USA,73,78154,TRUE,FALSE,FALSE,-22,-22,-22
203613,Jonathon,Simmons,9/14/89,Houston,USA,78,195,FALSE,TRUE,FALSE,2012,0,0
1628424,Kobi,Simmons,7/4/97,Arizona,USA,77,1628424,FALSE,FALSE,FALSE,-22,-22,-22
1489,Lionel,Simmons,11/14/68,La Salle,USA,79,210,FALSE,TRUE,FALSE,1990,1,7
204136,Marcus,Simmons,,,,,,,,,,,
1630603,Aamir,Simms,2/17/99,Clemson,USA,,1630603,FALSE,FALSE,FALSE,-22,-22,-22
1629779,Justin,Simon,,,,,,,,,,,
1750,Miles,Simon,11/21/75,Arizona,USA,75,202,TRUE,FALSE,FALSE,1998,2,42
1630250,Marko,Simonovic,10/15/99,Mega Basket,Montenegro,84,220,FALSE,FALSE,TRUE,2020,2,44
1629014,Anfernee,Simons,,,,,,FALSE,FALSE,FALSE,,,
54,Dickey,Simpkins,4/6/72,Providence,USA,,,FALSE,TRUE,FALSE,1994,1,21
202067,Diamon,Simpson,9/8/87,St. Mary's (CA),USA,79,230,FALSE,TRUE,FALSE,-1,-1,-1
1642354,KJ,Simpson,,,,,,TRUE,FALSE,FALSE,,,
78157,Ralph,Simpson,8/10/49,Michigan State,USA,77,200,TRUE,FALSE,FALSE,1972,1,11
1630285,Zavier,Simpson,2/11/97,Michigan,USA,72,1630285,FALSE,FALSE,FALSE,-22,-22,-22
1591,Alvin,Sims,10/18/74,Louisville,USA,76,235,TRUE,FALSE,FALSE,-1,-1,-1
78160,Bob,Sims,10/9/38,Pepperdine,USA,77,78160,FALSE,TRUE,FALSE,1960,7,54
201235,Courtney,Sims,10/21/83,Michigan,USA,83,201235,FALSE,FALSE,FALSE,-22,-22,-22
202586,DeShawn,Sims,,,,,,,,,,,
78159,Doug,Sims,6/29/43,Kent State,USA,79,195,FALSE,TRUE,FALSE,-1,-1,-1
203156,Henry,Sims,3/27/90,Georgetown,USA,82,248,FALSE,TRUE,TRUE,-1,-1,-1
1631301,Jaylen,Sims,12/11/98,UNC Wilmington,USA,,,,,,-1,-1,-1
1630579,Jericho,Sims,,,,,,,,,,,
78161,Scott,Sims,4/18/55,Missouri,USA,73,170,TRUE,FALSE,FALSE,1977,5,103
1962937741,Amritpal,Singh,,,,,,,,,,,
203560,E.J.,Singler,,,,,,,,,,,
202713,Kyle,Singler,5/4/88,Duke,USA,80,228,FALSE,TRUE,FALSE,2011,2,33
201606,Sean,Singletary,9/6/85,Virginia,USA,72,185,TRUE,FALSE,FALSE,2008,2,42
202698,Chris,Singleton,11/21/89,Florida State,USA,81,228,FALSE,TRUE,FALSE,2011,1,18
101189,James,Singleton,7/20/81,Murray State,USA,80,230,FALSE,TRUE,FALSE,-1,-1,-1
78162,Mckinley,Singleton,10/29/61,Alabama-Birmingham,USA,77,175,FALSE,TRUE,FALSE,1984,6,120
41010,Justas,Sinica,,,,,,,,,,,
78163,Zeke,Sinicola,1/25/29,Niagara,USA,70,165,TRUE,FALSE,FALSE,1951,1,4
41206,Stefan,Sinovec,,,,,,,,,,,
42542,Kenan,Sipahi,,,,,,,,,,,
43314,Kenan,Sipahi,,,,,,,,,,,
1629686,Deividas,Sirvydis,6/10/00,Lietuvos rytas Vilnius,Lithuania,80,190,TRUE,TRUE,FALSE,2019,2,37
44037,Ramunas,Siskauskas,,,,,,,,,,,
9009,Ramunas,Siskauskas,,,,,,,,,,,
78164,Charlie,Sitton,7/3/62,Oregon State,USA,80,210,FALSE,TRUE,FALSE,1984,2,38
203491,Peyton,Siva,10/24/90,Louisville,USA,72,185,TRUE,FALSE,FALSE,2013,2,56
1631376,Dmytro,Skapintsev,,,,,,,,,,,
101,Scott,Skiles,3/5/64,Michigan State,USA,73,180,TRUE,FALSE,FALSE,1986,1,22
1654,Scott,Skiles,,,,,,,,,,,
78167,Al,Skinner,6/16/52,Massachusetts,USA,75,190,TRUE,FALSE,FALSE,1974,9,160
1730,Brian,Skinner,5/19/76,Baylor,USA,81,1730,FALSE,FALSE,FALSE,1998,1,22
1962936489,Brian,Skinner,,,,,,,,,,,
78168,Talvin,Skinner,9/10/52,Maryland-Eastern Shore,USA,77,195,FALSE,TRUE,FALSE,1974,3,44
78169,Whitey,Skoog,11/2/26,Minnesota,USA,71,180,TRUE,FALSE,FALSE,1951,,
40078,Ezequiel,Skverer,,,,,,,,,,,
78170,Jeff,Slade,3/1/41,Kenyon,USA,78,220,FALSE,TRUE,FALSE,1962,11,85
1073,Reggie,Slater,8/27/70,Wyoming,USA,79,255,FALSE,TRUE,FALSE,-1,-1,-1
78171,Jim,Slaughter,5/13/28,South Carolina,USA,83,210,FALSE,FALSE,TRUE,1951,4,31
78172,Jose,Slaughter,9/9/60,Portland,USA,77,205,TRUE,FALSE,FALSE,1982,2,43
201201,Marcus,Slaughter,,,,,,,,,,,
56057,Marcus,Slaughter,,,,,,,,,,,
1641771,Jalen,Slawson,10/22/99,Furman,USA,79,1641771,FALSE,TRUE,FALSE,2023,2,54
2447,Tamar,Slay,4/2/80,Marshall,USA,80,220,TRUE,FALSE,FALSE,2002,2,53
202388,Donald,Sloan,1/15/88,Texas A&M,USA,75,205,TRUE,FALSE,FALSE,-1,-1,-1
78173,Jerry,Sloan,3/28/42,Evansville,USA,77,195,TRUE,FALSE,FALSE,1965,1,4
101166,Uros,Slokar,5/14/83,Benetton Treviso,Slovenia,82,238,FALSE,TRUE,FALSE,2005,2,58
267635,Kostas,Sloukas,,,,,,,,,,,
78174,Tom,Sluby,2/18/62,Notre Dame,USA,76,200,TRUE,FALSE,FALSE,1984,2,41
1629346,Alen,Smailagic,8/18/00,Beko,Serbia,82,215,FALSE,TRUE,FALSE,2019,2,39
1642914,Javon,Small,,,,,,,,,,,
1630606,Javonte,Smart,6/3/99,Birmingham Squadron,USA,76,205,TRUE,FALSE,FALSE,-1,-1,-1
78175,Keith,Smart,9/21/64,Indiana,USA,73,175,TRUE,FALSE,FALSE,1988,2,41
203935,Marcus,Smart,3/6/94,Oklahoma State,USA,76,220,TRUE,FALSE,FALSE,2014,1,6
78176,Belus,Smawley,3/20/18,Appalachian State,USA,73,195,TRUE,FALSE,FALSE,-1,-1,-1
78177,Jack,Smiley,12/22/22,Illinois,USA,75,190,TRUE,FALSE,FALSE,-1,-1,-1
78178,Adrian,Smith,10/5/36,Kentucky,USA,73,180,TRUE,FALSE,FALSE,1958,15,85
78207,Bill,Smith,2/14/49,Syracuse,USA,84,220,FALSE,FALSE,TRUE,1971,3,42
78209,Bill,Smith,4/26/39,St. Peter's,USA,77,78209,FALSE,FALSE,FALSE,1961,5,42
78202,Bingo,Smith,2/26/46,Tulsa,USA,77,195,FALSE,TRUE,FALSE,1969,1,6
78203,Bobby,Smith,8/20/37,West Virginia,USA,76,78203,TRUE,FALSE,FALSE,1959,3,18
1520,Charles,Smith,8/22/75,New Mexico,USA,76,200,TRUE,FALSE,FALSE,1997,1,26
293,Charles,Smith,7/16/65,Pittsburgh,USA,82,244,FALSE,TRUE,FALSE,1988,1,3
40043,Charles,Smith,,,,,,,,,,,
78179,Charles,Smith,11/29/67,Georgetown,USA,73,160,FALSE,TRUE,FALSE,-1,-1,-1
1630607,Chris,Smith,12/24/99,UCLA,USA,,1630607,FALSE,FALSE,FALSE,-22,-22,-22
1814,Chris,Smith,5/17/70,Connecticut,USA,75,190,TRUE,FALSE,FALSE,1992,2,34
203147,Chris,Smith,10/13/87,Louisville,USA,74,200,TRUE,FALSE,FALSE,-1,-1,-1
78181,Clinton,Smith,1/19/64,Cleveland State,USA,78,210,FALSE,TRUE,FALSE,1986,5,97
200783,Craig,Smith,11/10/83,Boston College,USA,79,265,FALSE,TRUE,FALSE,2006,2,36
78182,Deb,Smith,1/7/20,Utah,USA,75,78182,FALSE,FALSE,FALSE,-22,-22,-22
1643090,Deivon,Smith,,,,,,,,,,,
78183,Derek,Smith,11/1/61,Louisville,USA,78,205,TRUE,FALSE,FALSE,1982,2,35
43183,Devin,Smith,,,,,,FALSE,FALSE,FALSE,,,
78184,Don,Smith,10/10/51,Dayton,USA,72,160,TRUE,FALSE,FALSE,1974,2,19
78185,Donald,Smith,7/27/20,Minnesota,USA,74,190,FALSE,TRUE,FALSE,1947,,
2764,Donta,Smith,11/27/83,Southeastern Illinois,USA,79,215,TRUE,FALSE,FALSE,2004,2,34
42572,Donta,Smith,,,,,,,,,,,
56092,Donta,Smith,,,,,,,,,,,
475,Doug,Smith,9/17/69,Missouri,USA,82,220,FALSE,TRUE,FALSE,1991,1,6
1630696,Dru,Smith,12/30/97,Missouri,USA,74,1630696,TRUE,FALSE,FALSE,-22,-22,-22
78187,Ed,Smith,7/5/29,Harvard,USA,78,180,FALSE,TRUE,FALSE,1951,1,6
78188,Elmore,Smith,5/9/49,Kentucky State,USA,85,250,FALSE,FALSE,TRUE,1971,1,3
78189,Garfield,Smith,11/18/45,Eastern Kentucky,USA,81,235,FALSE,FALSE,TRUE,1968,3,32
202962,Greg,Smith,1/8/91,Fresno State,USA,82,250,FALSE,FALSE,TRUE,-1,-1,-1
78190,Greg,Smith,1/28/47,Western Kentucky,USA,77,195,FALSE,TRUE,FALSE,1968,4,50
202397,Ish,Smith,7/5/88,Wake Forest,USA,72,202397,FALSE,FALSE,FALSE,-22,-22,-22
2747,JR,Smith,9/9/85,No College,USA,78,220,TRUE,FALSE,FALSE,2004,1,18
201650,JaJuan,Smith,,,,,,,,,,,
2074,Jabari,Smith,2/12/77,Louisiana State,USA,83,250,FALSE,FALSE,TRUE,2000,2,45
1630188,Jalen,Smith,,,,,,FALSE,FALSE,TRUE,,,
200815,Jamar,Smith,,,,,,,,,,,
202446,Jamar,Smith,,,,,,,,,,,
201160,Jason,Smith,3/2/86,Colorado State,USA,84,240,FALSE,TRUE,TRUE,2007,1,20
202536,Jerry,Smith,9/26/87,Louisville,USA,74,190,TRUE,FALSE,FALSE,1963,2,12
78191,Jim,Smith,4/12/58,Ohio State,USA,81,225,FALSE,TRUE,FALSE,1981,3,54
693,Joe,Smith,7/26/75,Maryland,USA,82,225,FALSE,TRUE,TRUE,1995,1,1
2746,Josh,Smith,12/5/85,Oak Hill Academy (VA),USA,81,225,FALSE,TRUE,FALSE,2004,1,17
1626288,Joshua,Smith,,,,,,,,,,,
1630676,Justin,Smith,,,,,,,,,,,
78192,Keith,Smith,3/9/64,Loyola-Marymount,USA,75,180,TRUE,FALSE,FALSE,1986,2,45
181,Kenny,Smith,3/8/65,North Carolina,USA,75,170,TRUE,FALSE,FALSE,1987,1,6
78194,Labradford,Smith,4/3/69,Louisville,USA,75,200,FALSE,TRUE,FALSE,1991,1,19
201831,Lanny,Smith,,,,,,,,,,,
78195,Larry,Smith,1/18/58,Alcorn State,USA,80,215,FALSE,TRUE,FALSE,1980,2,24
1910,Leon,Smith,11/2/80,Martin Luther King HS (IL),USA,82,235,FALSE,TRUE,FALSE,1999,1,29
63,Michael,Smith,3/28/72,Providence,USA,80,240,FALSE,TRUE,FALSE,1994,2,35
78197,Michael,Smith,5/19/65,Brigham Young,USA,82,225,TRUE,FALSE,FALSE,1989,1,13
2065,Mike,Smith,4/15/76,Louisiana-Monroe,USA,80,195,FALSE,TRUE,FALSE,2000,2,35
202701,Nolan,Smith,7/25/88,Duke,USA,74,185,TRUE,FALSE,FALSE,2011,1,21
78198,Otis,Smith,1/30/64,Jacksonville,USA,77,210,FALSE,TRUE,FALSE,1986,2,41
78199,Phil,Smith,4/22/52,San Francisco,USA,76,185,TRUE,FALSE,FALSE,1974,2,29
78200,Randy,Smith,12/12/48,Buffalo State,USA,75,78200,TRUE,FALSE,FALSE,1971,7,104
78201,Reggie,Smith,8/21/70,TCU,USA,82,78201,FALSE,TRUE,FALSE,1992,2,31
78204,Robert,Smith,3/10/55,UNLV,USA,71,78204,TRUE,FALSE,FALSE,1977,3,65
203964,Roscoe,Smith,,,,,,,,,,,
203893,Russ,Smith,4/19/91,Louisville,USA,72,165,TRUE,FALSE,FALSE,2014,2,47
78205,Sammy,Smith,1/8/55,UNLV,USA,76,200,FALSE,TRUE,FALSE,1977,3,48
120,Steven,Smith,3/31/69,Michigan State,USA,80,221,TRUE,TRUE,FALSE,1991,1,5
200848,Steven,Smith,4/12/83,La Salle,USA,81,250,FALSE,TRUE,FALSE,-1,-1,-1
1478,Stevin,Smith,1/24/72,Arizona State,USA,74,208,TRUE,FALSE,FALSE,-1,-1,-1
1631173,Terquavion,Smith,12/31/02,North Carolina State,USA,76,1631173,TRUE,FALSE,FALSE,-22,-22,-22
2604,Theron,Smith,10/3/80,Ball State,USA,80,225,FALSE,TRUE,FALSE,-1,-1,-1
1642449,Tolu,Smith,7/26/00,Mississippi State,USA,83,1642449,FALSE,TRUE,FALSE,-22,-22,-22
2596,Tommy,Smith,,,,,,,,,,,
380,Tony,Smith,6/14/68,Marquette,USA,,380,FALSE,FALSE,FALSE,1990,2,51
1641890,Tyler,Smith,,,,,,,,,,,
78208,Willie,Smith,10/26/53,Missouri,USA,74,170,TRUE,FALSE,FALSE,1976,2,18
1629146,Zach,Smith,,,,,,,,,,,
1629015,Zhaire,Smith,6/4/99,Texas Tech,USA,75,205,TRUE,FALSE,FALSE,2018,1,16
1628372,Dennis,Smith Jr.,11/25/97,North Carolina State,USA,74,205,TRUE,FALSE,FALSE,2017,1,9
1631095,Jabari,Smith Jr.,,,,,,FALSE,TRUE,FALSE,,,
1641733,Nick,Smith Jr.,,,,,,FALSE,FALSE,FALSE,,,
64023,Tohi,Smith-Milner,,,,,,,,,,,
7021,Tohi,Smith-Milner,,,,,,,,,,,
1627886,D'Vauntes,Smith-Rivera,,,,,,,,,,,
22,Rik,Smits,8/23/66,Marist,USA,88,265,FALSE,FALSE,TRUE,1988,1,2
9010,Matjaz,Smodis,,,,,,,,,,,
533,Smodis,Smodis,,,,,,,,,,,
1091,Mike,Smrek,8/31/62,Canisius,USA,84,250,FALSE,FALSE,TRUE,1985,2,25
78212,Joe,Smyth,5/22/29,Niagara,USA,75,215,FALSE,TRUE,FALSE,1953,,
1630270,Xavier,Sneed,12/21/97,Kansas State,USA,77,215,FALSE,TRUE,FALSE,-1,-1,-1
203503,Tony,Snell,11/10/91,New Mexico,USA,78,213,TRUE,FALSE,FALSE,2013,1,20
727,Eric,Snow,4/24/73,Michigan State,USA,75,205,TRUE,FALSE,FALSE,1995,2,43
100729,Michelle,Snow,,,,,,,,,,,
78213,Dick,Snyder,2/1/44,Davidson,USA,77,78213,TRUE,FALSE,FALSE,1966,2,14
2745,Kirk,Snyder,6/5/83,Nevada-Reno,USA,78,225,TRUE,TRUE,FALSE,2004,1,16
78214,George,Sobek,2/10/20,Notre Dame,USA,72,180,TRUE,FALSE,FALSE,-1,-1,-1
78215,Ricky,Sobers,1/15/53,UNLV,USA,75,198,TRUE,FALSE,FALSE,1975,1,16
196295501,Nathan,Sobey,,,,,,FALSE,FALSE,FALSE,,,
64069,Nathan,Sobey,,,,,,,,,,,
78216,Ron,Sobie,9/21/34,DePaul,USA,75,185,TRUE,FALSE,FALSE,1956,1,6
1631110,Jeremy,Sochan,,,,,,FALSE,TRUE,FALSE,,,
78217,Mike,Sojourner,10/16/53,Utah,USA,81,225,FALSE,FALSE,TRUE,1974,1,10
9011,Dmitry,Sokolov,,,,,,,,,,,
204076,Richard,Solomon,,,,,,,,,,,
2226,Will,Solomon,7/20/78,Clemson,USA,73,185,TRUE,FALSE,FALSE,2001,2,32
78219,Willie,Somerset,3/17/42,Duquesne,USA,68,170,TRUE,FALSE,FALSE,1965,7,56
203154,Greg,Somogyi,,,,,,,,,,,
2443,Darius,Songaila,2/14/78,Wake Forest,Lithuania,81,248,FALSE,TRUE,FALSE,2002,2,49
78220,Dave,Sorenson,7/8/48,Ohio State,USA,80,225,FALSE,TRUE,FALSE,1970,2,26
64013,Roman,Sorkin,,,,,,,,,,,
1626293,Edgar,Sosa,,,,,,,,,,,
196294107,Kai,Sotto,,,,,,,,,,,
203480,James,Southerland,4/28/90,Syracuse,USA,80,215,FALSE,TRUE,FALSE,-1,-1,-1
1962937928,Marcus Vinicius,Souza,,,,,,,,,,,
78221,Gino,Sovran,12/17/24,Detroit,USA,74,175,FALSE,TRUE,FALSE,-1,-1,-1
2776,Pape,Sow,11/22/81,California State-Fullerton,Senegal,82,250,FALSE,TRUE,FALSE,2004,2,47
1629034,Ray,Spalding,3/11/97,Louisville,USA,81,225,FALSE,TRUE,FALSE,2018,2,56
78222,Jim,Spanarkel,6/28/57,Duke,USA,77,78222,TRUE,FALSE,FALSE,1979,1,16
